"Site","Year","Month","Amount"
"FLUTED ROCK SC",2014,8,33.02
"FLUTED ROCK SC",2014,9,47.498
"FLUTED ROCK SC",2014,10,46.99
"FLUTED ROCK SC",2014,11,3.81
"FLUTED ROCK SC",2014,12,58.928
"FLUTED ROCK SC",2014,1,0.508
"FLUTED ROCK SC",2014,2,16.256
"FLUTED ROCK SC",2014,3,46.482
"FOREST LAKE WX",2014,4,7.62
"FOREST LAKE WX",2014,5,5.08
"FOREST LAKE WX",2014,6,0.508
"FOREST LAKE WX",2014,7,49.022
"FOREST LAKE WX",2014,8,66.04
"FOREST LAKE WX",2014,9,29.21
"FOREST LAKE WX",2014,10,5.08
"FOREST LAKE WX",2014,11,2.54
"FOREST LAKE WX",2014,12,24.13
"FOREST LAKE WX",2014,1,0
"FOREST LAKE WX",2014,2,22.86
"FOREST LAKE WX",2014,3,7.62
"FORT DEFIANCE - WMB",2014,4,10.414
"FORT DEFIANCE - WMB",2014,5,5.08
"FORT DEFIANCE - WMB",2014,6,0
"FORT DEFIANCE - WMB",2014,7,46.228
"FORT DEFIANCE - WMB",2014,8,37.338
"FORT DEFIANCE - WMB",2014,9,54.61
"FORT DEFIANCE - WMB",2014,10,8.89
"FORT DEFIANCE - WMB",2014,11,4.064
"FORT DEFIANCE - WMB",2014,12,50.292
"FORT DEFIANCE - WMB",2014,1,0
"FORT DEFIANCE - WMB",2014,2,5.588
"FORT DEFIANCE - WMB",2014,3,22.098
"FORT WINGATE",2014,4,7.366
"FORT WINGATE",2014,5,10.16
"FORT WINGATE",2014,6,2.54
"FORT WINGATE",2014,7,41.148
"FORT WINGATE",2014,8,81.28
"FORT WINGATE",2014,9,17.272
"FORT WINGATE",2014,10,31.242
"FORT WINGATE",2014,11,5.588
"FORT WINGATE",2014,12,49.53
"FORT WINGATE",2014,1,1.27
"FORT WINGATE",2014,2,5.588
"FORT WINGATE",2014,3,29.464
"GALLO",2014,4,3.048
"GALLO",2014,5,7.112
"GALLO",2014,6,0.508
"GALLO",2014,7,73.914
"GALLO",2014,8,25.4
"GALLO",2014,9,34.036
"GALLO",2014,10,10.922
"GALLO",2014,11,13.462
"GALLO",2014,12,31.242
"GALLO",2014,1,1.524
"GALLO",2014,2,2.794
"GALLO",2014,3,22.606
"GANADO 6 NW",2014,4,13.208
"GANADO 6 NW",2014,5,0
"GANADO 6 NW",2014,6,0
"GANADO 6 NW",2014,7,53.34
"GANADO 6 NW",2014,8,41.91
"GANADO 6 NW",2014,9,26.67
"GANADO 6 NW",2014,10,37.338
"GANADO 6 NW",2014,11,0
"GANADO 6 NW",2014,12,48.26
"GANADO 6 NW",2014,1,7.62
"GANADO 6 NW",2014,2,35.052
"GANADO 6 NW",2014,3,1.778
"GREY MOUNTAIN SUMMIT",2014,4,10.16
"GREY MOUNTAIN SUMMIT",2014,5,9.652
"GREY MOUNTAIN SUMMIT",2014,6,0.508
"GREY MOUNTAIN SUMMIT",2014,7,59.182
"GREY MOUNTAIN SUMMIT",2014,8,41.148
"GREY MOUNTAIN SUMMIT",2014,9,39.37
"GREY MOUNTAIN SUMMIT",2014,10,2.032
"GREY MOUNTAIN SUMMIT",2014,11,3.556
"GREY MOUNTAIN SUMMIT",2014,12,21.082
"GREY MOUNTAIN SUMMIT",2014,1,6.35
"GREY MOUNTAIN SUMMIT",2014,2,6.35
"GREY MOUNTAIN SUMMIT",2014,3,5.08
"HARDSCRABBLE",2014,4,25.4
"HARDSCRABBLE",2014,5,4.064
"HARDSCRABBLE",2014,6,2.286
"HARDSCRABBLE",2014,7,50.8
"HARDSCRABBLE",2014,8,43.18
"HARDSCRABBLE",2014,9,40.64
"HARDSCRABBLE",2014,10,31.75
"HARDSCRABBLE",2014,11,2.54
"HARDSCRABBLE",2014,12,49.53
"HARDSCRABBLE",2014,1,0
"HARDSCRABBLE",2014,2,45.72
"HARDSCRABBLE",2014,3,0
"HIDDEN VALLEY SC",2014,4,19.05
"HIDDEN VALLEY SC",2014,5,26.67
"HIDDEN VALLEY SC",2014,6,0
"HIDDEN VALLEY SC",2014,7,63.5
"HIDDEN VALLEY SC",2014,8,8.89
"HIDDEN VALLEY SC",2014,9,74.93
"HIDDEN VALLEY SC",2014,10,40.64
"HIDDEN VALLEY SC",2014,11,17.78
"HIDDEN VALLEY SC",2014,12,35.56
"HIDDEN VALLEY SC",2014,1,2.54
"HIDDEN VALLEY SC",2014,2,43.18
"HIDDEN VALLEY SC",2014,3,49.53
"HOUCK WX",2014,4,12.7
"HOUCK WX",2014,5,3.81
"HOUCK WX",2014,6,0.762
"HOUCK WX",2014,7,56.388
"HOUCK WX",2014,8,40.64
"HOUCK WX",2014,9,71.12
"HOUCK WX",2014,10,44.45
"HOUCK WX",2014,11,1.27
"HOUCK WX",2014,12,40.64
"HOUCK WX",2014,1,0
"HOUCK WX",2014,2,36.322
"HOUCK WX",2014,3,3.048
"HUBBLE'S TP",2014,4,12.7
"HUBBLE'S TP",2014,5,5.08
"HUBBLE'S TP",2014,6,0
"HUBBLE'S TP",2014,7,76.2
"HUBBLE'S TP",2014,8,40.894
"HUBBLE'S TP",2014,9,20.066
"HUBBLE'S TP",2014,10,46.482
"HUBBLE'S TP",2014,11,0
"HUBBLE'S TP",2014,12,53.34
"HUBBLE'S TP",2014,1,0
"HUBBLE'S TP",2014,2,30.48
"HUBBLE'S TP",2014,3,5.08
"INSCRIPTION HOUSE",2014,4,15.24
"INSCRIPTION HOUSE",2014,5,8.89
"INSCRIPTION HOUSE",2014,6,0
"INSCRIPTION HOUSE",2014,7,83.312
"INSCRIPTION HOUSE",2014,8,14.478
"INSCRIPTION HOUSE",2014,9,20.32
"INSCRIPTION HOUSE",2014,10,7.62
"INSCRIPTION HOUSE",2014,11,5.842
"INSCRIPTION HOUSE",2014,12,24.638
"INSCRIPTION HOUSE",2014,1,2.54
"INSCRIPTION HOUSE",2014,2,8.89
"INSCRIPTION HOUSE",2014,3,0
"KAYENTA PD",2014,4,7.62
"KAYENTA PD",2014,5,8.89
"KAYENTA PD",2014,6,0
"KAYENTA PD",2014,7,37.338
"KAYENTA PD",2014,8,40.132
"KAYENTA PD",2014,9,14.732
"KAYENTA PD",2014,10,0
"KAYENTA PD",2014,11,8.128
"KAYENTA PD",2014,12,5.08
"KAYENTA PD",2014,1,0
"KAYENTA PD",2014,2,7.112
"KAYENTA PD",2014,3,2.54
"KLAGETOH 9 NE",2014,4,10.414
"KLAGETOH 9 NE",2014,5,9.652
"KLAGETOH 9 NE",2014,6,0.254
"KLAGETOH 9 NE",2014,7,55.88
"KLAGETOH 9 NE",2014,8,53.34
"KLAGETOH 9 NE",2014,9,37.592
"KLAGETOH 9 NE",2014,10,59.69
"KLAGETOH 9 NE",2014,11,3.81
"KLAGETOH 9 NE",2014,12,50.546
"KLAGETOH 9 NE",2014,1,6.35
"KLAGETOH 9 NE",2014,2,29.718
"KLAGETOH 9 NE",2014,3,0
"LITTLE WHITE CONE",2014,4,16.51
"LITTLE WHITE CONE",2014,5,17.78
"LITTLE WHITE CONE",2014,6,0
"LITTLE WHITE CONE",2014,7,50.8
"LITTLE WHITE CONE",2014,8,7.62
"LITTLE WHITE CONE",2014,9,38.1
"LITTLE WHITE CONE",2014,10,54.61
"LITTLE WHITE CONE",2014,11,12.7
"LITTLE WHITE CONE",2014,12,46.99
"LITTLE WHITE CONE",2014,1,1.27
"LITTLE WHITE CONE",2014,2,15.494
"LITTLE WHITE CONE",2014,3,36.576
"LOWER GREASEWOOD",2014,4,6.858
"LOWER GREASEWOOD",2014,5,3.81
"LOWER GREASEWOOD",2014,6,0
"LOWER GREASEWOOD",2014,7,34.29
"LOWER GREASEWOOD",2014,8,64.516
"LOWER GREASEWOOD",2014,9,42.926
"LOWER GREASEWOOD",2014,10,10.16
"LOWER GREASEWOOD",2014,11,2.54
"LOWER GREASEWOOD",2014,12,45.72
"LOWER GREASEWOOD",2014,1,0
"LOWER GREASEWOOD",2014,2,30.48
"LOWER GREASEWOOD",2014,3,3.81
"MANUELITO-CHAPTER HOUSE",2014,4,5.588
"MANUELITO-CHAPTER HOUSE",2014,5,4.572
"MANUELITO-CHAPTER HOUSE",2014,6,2.54
"MANUELITO-CHAPTER HOUSE",2014,7,43.18
"MANUELITO-CHAPTER HOUSE",2014,8,8.382
"MANUELITO-CHAPTER HOUSE",2014,9,23.368
"MANUELITO-CHAPTER HOUSE",2014,10,38.1
"MANUELITO-CHAPTER HOUSE",2014,11,7.112
"MANUELITO-CHAPTER HOUSE",2014,12,39.116
"MANUELITO-CHAPTER HOUSE",2014,1,1.27
"MANUELITO-CHAPTER HOUSE",2014,2,3.048
"MANUELITO-CHAPTER HOUSE",2014,3,27.94
"MARSH PASS",2014,4,5.08
"MARSH PASS",2014,5,1.27
"MARSH PASS",2014,6,0
"MARSH PASS",2014,7,20.32
"MARSH PASS",2014,8,71.12
"MARSH PASS",2014,9,40.64
"MARSH PASS",2014,10,7.62
"MARSH PASS",2014,11,13.208
"MARSH PASS",2014,12,22.098
"MARSH PASS",2014,1,2.54
"MARSH PASS",2014,2,10.16
"MARSH PASS",2014,3,11.43
"MEXICAN SPRINGS",2014,4,5.08
"MEXICAN SPRINGS",2014,5,5.842
"MEXICAN SPRINGS",2014,6,0
"MEXICAN SPRINGS",2014,7,52.578
"MEXICAN SPRINGS",2014,8,24.384
"MEXICAN SPRINGS",2014,9,32.258
"MEXICAN SPRINGS",2014,10,5.588
"MEXICAN SPRINGS",2014,11,0.762
"MEXICAN SPRINGS",2014,12,30.988
"MEXICAN SPRINGS",2014,1,2.032
"MEXICAN SPRINGS",2014,2,0.762
"MEXICAN SPRINGS",2014,3,11.938
"MILK MESA",2014,4,2.032
"MILK MESA",2014,5,10.16
"MILK MESA",2014,6,0
"MILK MESA",2014,7,29.972
"MILK MESA",2014,8,12.7
"MILK MESA",2014,9,22.86
"MILK MESA",2014,10,16.51
"MILK MESA",2014,11,4.318
"MILK MESA",2014,12,28.702
"MILK MESA",2014,1,0.762
"MILK MESA",2014,2,1.778
"MILK MESA",2014,3,12.954
"MISSIONARY SPRINGS SC",2014,4,27.432
"MISSIONARY SPRINGS SC",2014,5,25.4
"MISSIONARY SPRINGS SC",2014,6,0
"MISSIONARY SPRINGS SC",2014,7,76.2
"MISSIONARY SPRINGS SC",2014,8,35.56
"MISSIONARY SPRINGS SC",2014,9,17.78
"MISSIONARY SPRINGS SC",2014,10,38.1
"MISSIONARY SPRINGS SC",2014,11,10.16
"MISSIONARY SPRINGS SC",2014,12,38.608
"MISSIONARY SPRINGS SC",2014,1,1.016
"MISSIONARY SPRINGS SC",2014,2,20.32
"MISSIONARY SPRINGS SC",2014,3,29.718
"MOUNT POWELL",2014,4,9.398
"MOUNT POWELL",2014,5,13.462
"MOUNT POWELL",2014,6,0.762
"MOUNT POWELL",2014,7,83.82
"MOUNT POWELL",2014,8,30.48
"MOUNT POWELL",2014,9,24.13
"MOUNT POWELL",2014,10,19.812
"MOUNT POWELL",2014,11,8.128
"MOUNT POWELL",2014,12,43.942
"MOUNT POWELL",2014,1,0.508
"MOUNT POWELL",2014,2,15.494
"MOUNT POWELL",2014,3,20.828
"NAGEEZI",2014,4,8.89
"NAGEEZI",2014,5,8.89
"NAGEEZI",2014,6,0
"NAGEEZI",2014,7,25.4
"NAGEEZI",2014,8,53.34
"NAGEEZI",2014,9,25.4
"NAGEEZI",2014,10,9.398
"NAGEEZI",2014,11,8.128
"NAGEEZI",2014,12,33.782
"NAGEEZI",2014,1,0
"NAGEEZI",2014,2,3.048
"NAGEEZI",2014,3,25.4
"NAPI WX",2014,4,5.08
"NAPI WX",2014,5,5.08
"NAPI WX",2014,6,0
"NAPI WX",2014,7,8.382
"NAPI WX",2014,8,20.32
"NAPI WX",2014,9,28.956
"NAPI WX",2014,10,6.604
"NAPI WX",2014,11,2.286
"NAPI WX",2014,12,19.812
"NAPI WX",2014,1,0.762
"NAPI WX",2014,2,2.54
"NAPI WX",2014,3,20.32
"NAVAJO MTN SCHOOL",2014,4,3.81
"NAVAJO MTN SCHOOL",2014,5,10.16
"NAVAJO MTN SCHOOL",2014,6,0
"NAVAJO MTN SCHOOL",2014,7,19.812
"NAVAJO MTN SCHOOL",2014,8,19.558
"NAVAJO MTN SCHOOL",2014,9,22.86
"NAVAJO MTN SCHOOL",2014,10,7.62
"NAVAJO MTN SCHOOL",2014,11,13.462
"NAVAJO MTN SCHOOL",2014,12,27.686
"NAVAJO MTN SCHOOL",2014,1,0
"NAVAJO MTN SCHOOL",2014,2,13.97
"NAVAJO MTN SCHOOL",2014,3,6.35
"NORTH LEUPP FARM WX",2014,4,5.842
"NORTH LEUPP FARM WX",2014,5,0.508
"NORTH LEUPP FARM WX",2014,6,0
"NORTH LEUPP FARM WX",2014,7,14.986
"NORTH LEUPP FARM WX",2014,8,49.53
"NORTH LEUPP FARM WX",2014,9,13.462
"NORTH LEUPP FARM WX",2014,10,7.62
"NORTH LEUPP FARM WX",2014,11,1.27
"NORTH LEUPP FARM WX",2014,12,25.4
"NORTH LEUPP FARM WX",2014,1,0
"NORTH LEUPP FARM WX",2014,2,10.414
"NORTH LEUPP FARM WX",2014,3,0.254
"OAK RIDGE",2014,4,22.606
"OAK RIDGE",2014,5,6.096
"OAK RIDGE",2014,6,1.524
"OAK RIDGE",2014,7,57.658
"OAK RIDGE",2014,8,33.782
"OAK RIDGE",2014,9,29.718
"OAK RIDGE",2014,10,51.562
"OAK RIDGE",2014,11,1.27
"OAK RIDGE",2014,12,55.88
"OAK RIDGE",2014,1,4.572
"OAK RIDGE",2014,2,28.956
"OAK RIDGE",2014,3,1.778
"OJO ENCINO",2014,4,8.636
"OJO ENCINO",2014,5,12.192
"OJO ENCINO",2014,6,0
"OJO ENCINO",2014,7,104.902
"OJO ENCINO",2014,8,11.938
"OJO ENCINO",2014,9,23.622
"OJO ENCINO",2014,10,20.32
"OJO ENCINO",2014,11,16.51
"OJO ENCINO",2014,12,34.29
"OJO ENCINO",2014,1,0
"OJO ENCINO",2014,2,1.27
"OJO ENCINO",2014,3,17.526
"OLJATO - OLD TP",2014,4,2.032
"OLJATO - OLD TP",2014,5,6.858
"OLJATO - OLD TP",2014,6,0
"OLJATO - OLD TP",2014,7,22.86
"OLJATO - OLD TP",2014,8,31.75
"OLJATO - OLD TP",2014,9,18.288
"OLJATO - OLD TP",2014,10,0
"OLJATO - OLD TP",2014,11,9.652
"OLJATO - OLD TP",2014,12,3.81
"OLJATO - OLD TP",2014,1,3.81
"OLJATO - OLD TP",2014,2,3.81
"OLJATO - OLD TP",2014,3,3.81
"PINE SPRINGS",2014,4,14.732
"PINE SPRINGS",2014,5,10.16
"PINE SPRINGS",2014,6,0
"PINE SPRINGS",2014,7,68.58
"PINE SPRINGS",2014,8,22.86
"PINE SPRINGS",2014,9,73.66
"PINE SPRINGS",2014,10,50.8
"PINE SPRINGS",2014,11,2.54
"PINE SPRINGS",2014,12,50.8
"PINE SPRINGS",2014,1,0
"PINE SPRINGS",2014,2,39.37
"PINE SPRINGS",2014,3,3.048
"PITTS RANCH",2014,4,2.794
"PITTS RANCH",2014,5,9.652
"PITTS RANCH",2014,6,0
"PITTS RANCH",2014,7,62.992
"PITTS RANCH",2014,8,13.208
"PITTS RANCH",2014,9,27.94
"PITTS RANCH",2014,10,27.178
"PITTS RANCH",2014,11,5.334
"PITTS RANCH",2014,12,38.354
"PITTS RANCH",2014,1,0
"PITTS RANCH",2014,2,2.54
"PITTS RANCH",2014,3,12.954
"PUEBLO PINTADO O&M",2014,4,NA
"PUEBLO PINTADO O&M",2014,5,13.97
"PUEBLO PINTADO O&M",2014,6,0
"PUEBLO PINTADO O&M",2014,7,36.83
"PUEBLO PINTADO O&M",2014,8,30.48
"PUEBLO PINTADO O&M",2014,9,27.178
"PUEBLO PINTADO O&M",2014,10,49.022
"PUEBLO PINTADO O&M",2014,11,16.51
"PUEBLO PINTADO O&M",2014,12,29.464
"PUEBLO PINTADO O&M",2014,1,0
"PUEBLO PINTADO O&M",2014,2,3.81
"PUEBLO PINTADO O&M",2014,3,21.336
"ROUND ROCK",2014,4,8.89
"ROUND ROCK",2014,5,16.51
"ROUND ROCK",2014,6,0
"ROUND ROCK",2014,7,5.08
"ROUND ROCK",2014,8,0.508
"ROUND ROCK",2014,9,18.796
"ROUND ROCK",2014,10,5.842
"ROUND ROCK",2014,11,3.81
"ROUND ROCK",2014,12,20.828
"ROUND ROCK",2014,1,3.81
"ROUND ROCK",2014,2,3.81
"ROUND ROCK",2014,3,17.78
"SEVEN LAKES",2014,4,4.826
"SEVEN LAKES",2014,5,8.636
"SEVEN LAKES",2014,6,1.27
"SEVEN LAKES",2014,7,52.578
"SEVEN LAKES",2014,8,12.192
"SEVEN LAKES",2014,9,40.386
"SEVEN LAKES",2014,10,21.844
"SEVEN LAKES",2014,11,5.588
"SEVEN LAKES",2014,12,40.64
"SEVEN LAKES",2014,1,0.254
"SEVEN LAKES",2014,2,3.048
"SEVEN LAKES",2014,3,15.494
"SHEEP SPRINGS WX",2014,4,6.35
"SHEEP SPRINGS WX",2014,5,3.81
"SHEEP SPRINGS WX",2014,6,3.81
"SHEEP SPRINGS WX",2014,7,29.21
"SHEEP SPRINGS WX",2014,8,35.56
"SHEEP SPRINGS WX",2014,9,12.7
"SHEEP SPRINGS WX",2014,10,10.16
"SHEEP SPRINGS WX",2014,11,8.89
"SHEEP SPRINGS WX",2014,12,19.05
"SHEEP SPRINGS WX",2014,1,0
"SHEEP SPRINGS WX",2014,2,15.24
"SHEEP SPRINGS WX",2014,3,2.54
"SHIPROCK IRRIGATION",2014,4,10.16
"SHIPROCK IRRIGATION",2014,5,8.89
"SHIPROCK IRRIGATION",2014,6,0
"SHIPROCK IRRIGATION",2014,7,9.652
"SHIPROCK IRRIGATION",2014,8,15.748
"SHIPROCK IRRIGATION",2014,9,39.37
"SHIPROCK IRRIGATION",2014,10,5.588
"SHIPROCK IRRIGATION",2014,11,3.302
"SHIPROCK IRRIGATION",2014,12,20.32
"SHIPROCK IRRIGATION",2014,1,1.27
"SHIPROCK IRRIGATION",2014,2,1.016
"SHIPROCK IRRIGATION",2014,3,15.494
"SMITH LAKE",2014,4,5.842
"SMITH LAKE",2014,5,5.08
"SMITH LAKE",2014,6,1.27
"SMITH LAKE",2014,7,88.9
"SMITH LAKE",2014,8,67.31
"SMITH LAKE",2014,9,30.48
"SMITH LAKE",2014,10,30.988
"SMITH LAKE",2014,11,2.794
"SMITH LAKE",2014,12,34.798
"SMITH LAKE",2014,1,0.508
"SMITH LAKE",2014,2,4.826
"SMITH LAKE",2014,3,15.494
"STANDING ROCK - JUDY W",2014,4,5.08
"STANDING ROCK - JUDY W",2014,5,7.112
"STANDING ROCK - JUDY W",2014,6,0
"STANDING ROCK - JUDY W",2014,7,35.052
"STANDING ROCK - JUDY W",2014,8,43.942
"STANDING ROCK - JUDY W",2014,9,19.558
"STANDING ROCK - JUDY W",2014,10,12.192
"STANDING ROCK - JUDY W",2014,11,3.81
"STANDING ROCK - JUDY W",2014,12,31.75
"STANDING ROCK - JUDY W",2014,1,2.54
"STANDING ROCK - JUDY W",2014,2,0.254
"STANDING ROCK - JUDY W",2014,3,9.906
"STEAMBOAT",2014,4,6.604
"STEAMBOAT",2014,5,5.334
"STEAMBOAT",2014,6,0.762
"STEAMBOAT",2014,7,19.05
"STEAMBOAT",2014,8,55.118
"STEAMBOAT",2014,9,43.942
"STEAMBOAT",2014,10,10.16
"STEAMBOAT",2014,11,1.27
"STEAMBOAT",2014,12,47.244
"STEAMBOAT",2014,1,1.27
"STEAMBOAT",2014,2,25.4
"STEAMBOAT",2014,3,3.81
"SUMMIT SOUTH",2014,4,25.908
"SUMMIT SOUTH",2014,5,13.97
"SUMMIT SOUTH",2014,6,1.27
"SUMMIT SOUTH",2014,7,57.15
"SUMMIT SOUTH",2014,8,34.29
"SUMMIT SOUTH",2014,9,12.7
"SUMMIT SOUTH",2014,10,60.96
"SUMMIT SOUTH",2014,11,6.35
"SUMMIT SOUTH",2014,12,49.53
"SUMMIT SOUTH",2014,1,5.588
"SUMMIT SOUTH",2014,2,22.86
"SUMMIT SOUTH",2014,3,11.43
"SUMMIT WX",2014,4,14.986
"SUMMIT WX",2014,5,14.732
"SUMMIT WX",2014,6,0
"SUMMIT WX",2014,7,73.66
"SUMMIT WX",2014,8,26.67
"SUMMIT WX",2014,9,24.13
"SUMMIT WX",2014,10,58.42
"SUMMIT WX",2014,11,2.54
"SUMMIT WX",2014,12,45.72
"SUMMIT WX",2014,1,6.35
"SUMMIT WX",2014,2,29.21
"SUMMIT WX",2014,3,0.762
"TOADINDAASKA MESA",2014,4,4.826
"TOADINDAASKA MESA",2014,5,2.54
"TOADINDAASKA MESA",2014,6,2.54
"TOADINDAASKA MESA",2014,7,34.29
"TOADINDAASKA MESA",2014,8,40.64
"TOADINDAASKA MESA",2014,9,29.21
"TOADINDAASKA MESA",2014,10,3.81
"TOADINDAASKA MESA",2014,11,2.286
"TOADINDAASKA MESA",2014,12,30.48
"TOADINDAASKA MESA",2014,1,0
"TOADINDAASKA MESA",2014,2,40.64
"TOADINDAASKA MESA",2014,3,5.08
"TOADLENA FISH HATCHERY",2014,4,0
"TOADLENA FISH HATCHERY",2014,5,0
"TOADLENA FISH HATCHERY",2014,6,0
"TOADLENA FISH HATCHERY",2014,7,27.686
"TOADLENA FISH HATCHERY",2014,8,28.194
"TOADLENA FISH HATCHERY",2014,9,15.24
"TOADLENA FISH HATCHERY",2014,10,19.05
"TOADLENA FISH HATCHERY",2014,11,22.86
"TOADLENA FISH HATCHERY",2014,12,25.4
"TOADLENA FISH HATCHERY",2014,1,1.016
"TOADLENA FISH HATCHERY",2014,2,36.322
"TOADLENA FISH HATCHERY",2014,3,5.08
"TODACHIENY LAKE",2014,4,15.24
"TODACHIENY LAKE",2014,5,43.18
"TODACHIENY LAKE",2014,6,0
"TODACHIENY LAKE",2014,7,83.82
"TODACHIENY LAKE",2014,8,20.32
"TODACHIENY LAKE",2014,9,25.4
"TODACHIENY LAKE",2014,10,43.18
"TODACHIENY LAKE",2014,11,15.24
"TODACHIENY LAKE",2014,12,50.8
"TODACHIENY LAKE",2014,1,0
"TODACHIENY LAKE",2014,2,58.42
"TODACHIENY LAKE",2014,3,2.54
"TOHATCHI MEADOW",2014,4,18.034
"TOHATCHI MEADOW",2014,5,15.24
"TOHATCHI MEADOW",2014,6,2.54
"TOHATCHI MEADOW",2014,7,60.96
"TOHATCHI MEADOW",2014,8,33.02
"TOHATCHI MEADOW",2014,9,22.86
"TOHATCHI MEADOW",2014,10,25.4
"TOHATCHI MEADOW",2014,11,7.62
"TOHATCHI MEADOW",2014,12,50.8
"TOHATCHI MEADOW",2014,1,2.54
"TOHATCHI MEADOW",2014,2,35.56
"TOHATCHI MEADOW",2014,3,7.366
"TOHTSO",2014,4,26.67
"TOHTSO",2014,5,17.78
"TOHTSO",2014,6,2.54
"TOHTSO",2014,7,27.94
"TOHTSO",2014,8,45.72
"TOHTSO",2014,9,66.04
"TOHTSO",2014,10,10.16
"TOHTSO",2014,11,12.7
"TOHTSO",2014,12,36.83
"TOHTSO",2014,1,15.24
"TOHTSO",2014,2,43.18
"TOHTSO",2014,3,1.27
"TORREON FIRE STATION",2014,4,8.128
"TORREON FIRE STATION",2014,5,8.382
"TORREON FIRE STATION",2014,6,3.81
"TORREON FIRE STATION",2014,7,96.52
"TORREON FIRE STATION",2014,8,24.892
"TORREON FIRE STATION",2014,9,18.288
"TORREON FIRE STATION",2014,10,8.89
"TORREON FIRE STATION",2014,11,3.81
"TORREON FIRE STATION",2014,12,29.718
"TORREON FIRE STATION",2014,1,0
"TORREON FIRE STATION",2014,2,0.762
"TORREON FIRE STATION",2014,3,10.16
"TSAILE CANYON",2014,4,45.72
"TSAILE CANYON",2014,5,17.78
"TSAILE CANYON",2014,6,0
"TSAILE CANYON",2014,7,60.96
"TSAILE CANYON",2014,8,41.91
"TSAILE CANYON",2014,9,54.61
"TSAILE CANYON",2014,10,54.61
"TSAILE CANYON",2014,11,30.48
"TSAILE CANYON",2014,12,48.26
"TSAILE CANYON",2014,1,10.16
"TSAILE CANYON",2014,2,25.4
"TSAILE CANYON",2014,3,45.72
"TSAILE SNOW COURSE  # 1",2014,4,63.5
"TSAILE SNOW COURSE  # 1",2014,5,33.02
"TSAILE SNOW COURSE  # 1",2014,6,6.35
"TSAILE SNOW COURSE  # 1",2014,7,41.91
"TSAILE SNOW COURSE  # 1",2014,8,38.1
"TSAILE SNOW COURSE  # 1",2014,9,81.28
"TSAILE SNOW COURSE  # 1",2014,10,54.61
"TSAILE SNOW COURSE  # 1",2014,11,50.8
"TSAILE SNOW COURSE  # 1",2014,12,40.64
"TSAILE SNOW COURSE  # 1",2014,1,7.62
"TSAILE SNOW COURSE  # 1",2014,2,58.42
"TSAILE SNOW COURSE  # 1",2014,3,48.26
"TSAILE SNOW COURSE  # 3",2014,4,67.31
"TSAILE SNOW COURSE  # 3",2014,5,33.02
"TSAILE SNOW COURSE  # 3",2014,6,0
"TSAILE SNOW COURSE  # 3",2014,7,71.12
"TSAILE SNOW COURSE  # 3",2014,8,45.72
"TSAILE SNOW COURSE  # 3",2014,9,55.88
"TSAILE SNOW COURSE  # 3",2014,10,38.1
"TSAILE SNOW COURSE  # 3",2014,11,33.02
"TSAILE SNOW COURSE  # 3",2014,12,50.8
"TSAILE SNOW COURSE  # 3",2014,1,2.54
"TSAILE SNOW COURSE  # 3",2014,2,48.26
"TSAILE SNOW COURSE  # 3",2014,3,52.07
"TUBA CITY O&M",2014,4,3.048
"TUBA CITY O&M",2014,5,3.302
"TUBA CITY O&M",2014,6,0
"TUBA CITY O&M",2014,7,93.98
"TUBA CITY O&M",2014,8,24.13
"TUBA CITY O&M",2014,9,30.48
"TUBA CITY O&M",2014,10,2.032
"TUBA CITY O&M",2014,11,0
"TUBA CITY O&M",2014,12,13.462
"TUBA CITY O&M",2014,1,1.778
"TUBA CITY O&M",2014,2,0.762
"TUBA CITY O&M",2014,3,1.27
"VANDERWAGON O&M",2014,4,5.08
"VANDERWAGON O&M",2014,5,4.572
"VANDERWAGON O&M",2014,6,1.778
"VANDERWAGON O&M",2014,7,109.982
"VANDERWAGON O&M",2014,8,39.878
"VANDERWAGON O&M",2014,9,36.83
"VANDERWAGON O&M",2014,10,33.02
"VANDERWAGON O&M",2014,11,2.54
"VANDERWAGON O&M",2014,12,45.72
"VANDERWAGON O&M",2014,1,2.54
"VANDERWAGON O&M",2014,2,4.572
"VANDERWAGON O&M",2014,3,27.686
"VICENTI SPRING",2014,4,17.78
"VICENTI SPRING",2014,5,30.48
"VICENTI SPRING",2014,6,0
"VICENTI SPRING",2014,7,83.82
"VICENTI SPRING",2014,8,7.62
"VICENTI SPRING",2014,9,38.1
"VICENTI SPRING",2014,10,50.8
"VICENTI SPRING",2014,11,15.24
"VICENTI SPRING",2014,12,45.72
"VICENTI SPRING",2014,1,2.54
"VICENTI SPRING",2014,2,11.176
"VICENTI SPRING",2014,3,41.91
"WARPATH VALLEY",2014,4,5.08
"WARPATH VALLEY",2014,5,10.668
"WARPATH VALLEY",2014,6,0.762
"WARPATH VALLEY",2014,7,64.516
"WARPATH VALLEY",2014,8,40.894
"WARPATH VALLEY",2014,9,22.86
"WARPATH VALLEY",2014,10,2.54
"WARPATH VALLEY",2014,11,2.286
"WARPATH VALLEY",2014,12,28.194
"WARPATH VALLEY",2014,1,0
"WARPATH VALLEY",2014,2,22.86
"WARPATH VALLEY",2014,3,7.62
"WHEATFIELDS WX",2014,4,18.542
"WHEATFIELDS WX",2014,5,20.32
"WHEATFIELDS WX",2014,6,0
"WHEATFIELDS WX",2014,7,60.96
"WHEATFIELDS WX",2014,8,40.64
